,年龄,身高(cm),体重(kg),腰围(cm),臀围(cm),体温(℃),脉搏(次/分),呼吸(次/分),收缩压,舒张压,总热卡(千卡),门诊测血糖（次/周),自我监测血糖(次/周),空腹血糖(mmol/l),餐后血糖(mmol/l),糖化血红蛋白(%),空腹血糖(mmol/L),餐后2H血糖(mmol/L),糖化血红蛋白(%).1,空腹胰岛素(pmol/l),空腹C肽(nmol/l),餐后2H胰岛素(pmol/l),餐后2H C肽空腹C肽(nmol/l),TC（总胆固醇）,TG（甘油三酯）,LDL--C（低密度脂蛋白）,HDL--C（高密度脂蛋白）,24H尿蛋白定量(mg/24h),尿白蛋白(mg/L),BUN尿素氮(mmol/L),CREA肌酐(umol/L),WBC(×109/L),中性粒胞(%),RBC( 1012/L),家族史,高血压,脑血管病变,心血管病变,视网膜病变,糖尿病肾病,周围神经病变,糖尿病足,皮肤感染,糖尿病酮症（或酸中毒）,定时定量,食物选择合理,食物搭配合理,甜食,外出就餐,其他,每周运动次数,每次运动时间,是否使用口服降糖药,是否使用胰岛素,是否使用降压药,是否使用调脂药,胃纳,活动情况,心电图,心脏B超,眼底检查情况,肾ECT,神经肌电图,血管病变（多普勒）,奇形,干裂,灰趾甲,自觉足部症状,足背动脉搏动,每天足部检查 ,每天足部清洁,足部神经感觉阈值结果,ABI检查结果,抽烟,喝酒,程度分级,血糖记录(是/否)
中性粒胞(%),0.038684454,0.0,0.033775583,0.0,0.02282184,0.0,0.021157915,0.017049143,0.023183735,0.0,0.022002283,0.0,0.0,0.0,0.05299902,0.0,0.017828017,0.036257867,0.0,0.0,0.0,0.032272134,0.021824023,0.015194855,0.027360855,0.0,0.0,0.0,0.009652954,0.027656509,0.029931681,0.01271711,0.0,0.0,0.0,0.016284207,0.03122898,0.02143263,0.026335895,0.038412523,0.0,0.0,0.017614959,0.0,0.0,0.016346285,0.04676675,0.0,0.0,0.025027527,0.02644628,0.0,0.03384618,0.0,0.0,0.0,0.0,0.114604615,0.0,0.0,0.02884513,0.03096117,0.01972196,0.0,0.0,0.0,0.020043213,0.0,0.0,0.0,0.0,0.058042858,0.0,0.0,0.0,0.0,0.0
RBC( 1012/L),0.0,0.0,0.027076717,0.028398845,0.017128596,0.027828919,0.042312246,0.029934105,0.01666021,0.0,0.038635775,0.0,0.0,0.0,0.015836349,0.0,0.021798732,0.03226737,0.0,0.0,0.0,0.0,0.026300145,0.0,0.019462673,0.0,0.0,0.03963833,0.0,0.0,0.02995923,0.03247316,0.0,0.0,0.0,0.022100221,0.018737286,0.0,0.0,0.021031912,0.0,0.0,0.0,0.042148784,0.08296444,0.03156829,0.03069128,0.0,0.01419465,0.0,0.0,0.0,0.0,0.01937358,0.04004285,0.03804573,0.036229737,0.022224177,0.013702954,0.0,0.0,0.02869603,0.016774641,0.022858262,0.036264807,0.0,0.026451746,0.0,0.02188328,0.0,0.03538876,0.0,0.0,0.0,0.0,0.02396418,0.020062143
家族史,0.0,0.014063803,0.0,0.0,0.0,0.015727082,0.0,0.0,0.0,0.0,0.027524015,0.03276054,0.01691897,0.060544122,0.0,0.0,0.0,0.0,0.006377139,0.0,0.0,0.021038981,0.014879145,0.0,0.017016161,0.0,0.0169865,0.0,0.029321717,0.0,0.024331437,0.019813579,0.0,0.0,0.0,0.026020855,0.011405641,0.03131905,0.020765975,0.0,0.0,0.020890607,0.04281831,0.0,0.020889563,0.0,0.0,0.044340394,0.008148446,0.02500318,0.0,0.0,0.008082062,0.0,0.014144193,0.022507936,0.02240871,0.014556587,0.024119493,0.054453623,0.0,0.0128915515,0.0,0.043159436,0.0,0.020959007,0.05020517,0.03353789,0.028015638,0.030621098,0.0,0.0,0.010291315,0.0,0.01249957,0.01726347,0.0
高血压,0.039777067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041435856,0.020324918,0.02694568,0.0,0.0,0.0411336,0.0,0.0,0.0,0.0,0.026504837,0.041297276,0.0,0.022255493,0.028464844,0.0,0.02793495,0.0,0.0,0.0,0.03939395,0.0,0.058387455,0.0,0.0,0.028937759,0.047257,0.0,0.0,0.0,0.0,0.046074826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025708502,0.03803125,0.0,0.05570611,0.0,0.0,0.045699995,0.0,0.0,0.0,0.0426367,0.029309832,0.0,0.0,0.0,0.0,0.0,0.041076068,0.03246456,0.026211914,0.0,0.0,0.0,0.033872787,0.0,0.0,0.0,0.047946945,0.0
脑血管病变,0.030077787,0.0,0.022607796,0.018818282,0.018808693,0.0295041,0.0,0.052022096,0.0,0.024836944,0.012181325,0.0,0.05445499,0.0,0.041017253,0.025774268,0.018977482,0.025576707,0.0,0.0,0.019618312,0.022691166,0.02356516,0.02245827,0.029830502,0.0,0.0,0.0,0.02695169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03338458,0.018869942,0.0,0.0,0.0,0.02676174,0.023116026,0.0284987,0.025976703,0.030408485,0.0,0.037160784,0.0,0.0,0.0,0.0,0.0,0.017996516,0.01606108,0.034734618,0.0,0.028032133,0.014864297,0.0,0.01943567,0.030525995,0.0,0.0,0.0,0.0,0.017611044,0.0180555,0.0,0.026043514,0.0,0.0,0.0,0.016959036,0.020606505,0.017107619
心血管病变,0.0,0.0,0.0,0.024386622,0.0,0.0,0.0,0.0,0.0,0.043256037,0.0,0.018089626,0.028679995,0.05853366,0.0,0.0,0.0,0.0,0.0,0.04046668,0.028158125,0.0,0.0,0.0,0.0,0.023301126,0.022496695,0.040635493,0.0,0.0,0.0,0.0,0.024675312,0.033153012,0.058088005,0.0,0.044666693,0.0,0.04453925,0.0,0.06996078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042877853,0.0,0.045522895,0.0134430565,0.0,0.033783637,0.0,0.0,0.0,0.0,0.030611167,0.0,0.0,0.0,0.014315456,0.0,0.0,0.0,0.0,0.12770878,0.026017262,0.0,0.03012563,0.019911263,0.0,0.0,0.0
视网膜病变,0.0,0.020980876,0.043793984,0.0,0.015072283,0.015017566,0.034475155,0.018788688,0.0,0.0,0.0,0.0,0.0,0.0,0.023558391,0.0,0.0,0.021499144,0.0,0.026397102,0.0,0.0,0.0,0.0,0.0,0.0,0.01319398,0.058127012,0.0,0.0,0.050906885,0.04059737,0.0,0.027629761,0.0,0.017120019,0.01893408,0.03340248,0.0,0.027059201,0.0,0.0,0.028932285,0.0,0.018472558,0.01787298,0.016116116,0.0,0.0,0.03147177,0.012361773,0.0,0.0,0.045103814,0.0,0.02923677,0.0,0.0,0.0,0.0,0.018914267,0.0,0.08196159,0.023410378,0.0,0.0,0.03030627,0.0,0.028308481,0.0,0.0,0.0,0.0,0.03956116,0.07908133,0.011761502,0.0
糖尿病肾病,0.0,0.0271209,0.0,0.0,0.036134604,0.0,0.0,0.032061115,0.0,0.0,0.0,0.0,0.0,0.03558233,0.0,0.0,0.032812834,0.0,0.029940195,0.028920611,0.039877757,0.0,0.040896896,0.028635405,0.0,0.031600907,0.0,0.0,0.035808317,0.0,0.0,0.02393385,0.040563714,0.025796343,0.0,0.043159343,0.018558633,0.020052386,0.0,0.0,0.0,0.018655244,0.0,0.0,0.0,0.0,0.0,0.06938282,0.0,0.0,0.022463338,0.0,0.0,0.0,0.0,0.0,0.04913376,0.0,0.030981688,0.041108478,0.022713564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043371007,0.025277711,0.034086492,0.0
周围神经病变,0.025786897,0.0,0.0,0.0,0.0,0.0,0.024194142,0.013732838,0.0,0.0,0.0,0.018150385,0.03968354,0.0,0.022301741,0.029020442,0.014545645,0.016329963,0.0,0.029793864,0.0,0.016319934,0.01927913,0.0151477335,0.0,0.0,0.02314131,0.0,0.017992627,0.0402367,0.021354804,0.027392969,0.028934842,0.0,0.0777845,0.03840225,0.02391996,0.04413528,0.0,0.0,0.0,0.017881542,0.0,0.0,0.0,0.0,0.028771125,0.047198147,0.0,0.0,0.02445087,0.0,0.014302425,0.0,0.0,0.02138409,0.03162233,0.0,0.0,0.041454606,0.019224044,0.0,0.017886175,0.0,0.020192357,0.0,0.0,0.0,0.0,0.036994416,0.0111894645,0.024164364,0.0,0.0,0.009308019,0.0,0.024009256
糖尿病足,0.024307035,0.0,0.0,0.0,0.035317726,0.0,0.040575687,0.0,0.0,0.0,0.0,0.0,0.0,0.031514753,0.0,0.0,0.03087631,0.0,0.048544943,0.0414669,0.0,0.0,0.0,0.025721885,0.0,0.0,0.0,0.0,0.01836375,0.0,0.0,0.04117061,0.0,0.03522865,0.0,0.027748097,0.0,0.0,0.0,0.018571671,0.025882224,0.0,0.0,0.0,0.023195723,0.0,0.0,0.0,0.018845323,0.0,0.025091082,0.020340638,0.0,0.09001674,0.021031551,0.0,0.0,0.0,0.0,0.049061555,0.0,0.019339645,0.0,0.0,0.056147914,0.07331364,0.0,0.0,0.0,0.0,0.0,0.0,0.027238065,0.0,0.049670957,0.020446507,0.0
皮肤感染,0.0,0.0,0.027965773,0.022628674,0.017224235,0.010563774,0.0,0.015040302,0.0,0.02015925,0.0,0.0261467,0.029987419,0.0,0.024188299,0.024037348,0.0,0.0,0.0,0.017416207,0.022419134,0.0,0.0,0.0,0.0,0.014082096,0.015995443,0.042143077,0.0,0.029569915,0.0,0.040270027,0.012593172,0.0,0.0,0.026833478,0.0,0.025142731,0.023955947,0.0,0.034972206,0.0,0.0,0.030812182,0.027433952,0.033172343,0.01932834,0.0,0.0,0.016590549,0.01766332,0.0,0.019379696,0.0,0.017991494,0.023634084,0.0,0.0,0.0,0.0,0.019413061,0.0,0.027484033,0.04219172,0.0,0.0,0.024843909,0.026626129,0.016312841,0.0,0.03401166,0.0,0.01973797,0.02857534,0.029699923,0.0,0.0
糖尿病酮症（或酸中毒）,0.023086056,0.0,0.03957992,0.0,0.01532885,0.03236333,0.017758477,0.015235943,0.03944786,0.03483148,0.035011783,0.0,0.018268319,0.0,0.0132169975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02376805,0.0,0.010330824,0.02590229,0.0,0.014353388,0.03812711,0.0,0.0,0.0,0.0,0.0,0.0,0.032313913,0.06130903,0.022317855,0.0,0.0,0.03598635,0.0,0.0,0.0,0.0,0.0,0.0,0.042166848,0.0,0.0,0.017677253,0.0,0.019218445,0.0,0.0,0.019114345,0.0,0.0922456,0.0,0.017990777,0.01641155,0.03553684,0.0,0.05968148,0.06005946,0.0,0.0135571975,0.0,0.0,0.047624383,0.0,0.0,0.0,0.0,0.0
定时定量,0.0,0.0,0.0,0.030551044,0.0,0.0,0.029241277,0.0,0.021950763,0.0,0.03598591,0.0,0.0,0.0,0.0,0.040796813,0.017772987,0.05796533,0.013756236,0.0,0.0,0.0,0.0,0.0,0.012871148,0.031274028,0.0,0.03374887,0.021507038,0.0,0.0,0.0,0.0,0.09710672,0.033912744,0.028641615,0.0,0.030033201,0.0,0.028265325,0.0,0.0,0.0,0.0,0.0,0.04983646,0.0,0.02918454,0.01794934,0.031635147,0.0,0.015607368,0.0,0.0,0.029945767,0.032962017,0.04121406,0.0,0.016674826,0.042901803,0.0,0.0,0.04173483,0.0,0.028944016,0.0,0.0,0.009825732,0.0,0.0,0.0300604,0.04467084,0.022641804,0.0,0.0,0.0,0.025632363
食物选择合理,0.0,0.025831586,0.0,0.028601578,0.0,0.0,0.0,0.0,0.03388489,0.021946456,0.032004584,0.0,0.0345974,0.04061496,0.0,0.0,0.0,0.014078845,0.013177474,0.038187053,0.0,0.0,0.0,0.0,0.0,0.018623283,0.029737383,0.029400691,0.0,0.03738167,0.0,0.0,0.014235612,0.0,0.0,0.0,0.0,0.0,0.0,0.02703735,0.0,0.0,0.04040914,0.015992163,0.043068666,0.0,0.03931429,0.039999567,0.0,0.0,0.027637564,0.0,0.017489983,0.0,0.03213833,0.0,0.031910587,0.0,0.023867458,0.0,0.029715285,0.026701683,0.02515015,0.0,0.0,0.0,0.03337544,0.0,0.02483966,0.04705121,0.0,0.0,0.0,0.012186023,0.019412763,0.018055202,0.039678533
食物搭配合理,0.047948536,0.025214003,0.0,0.022524448,0.0,0.0,0.0,0.029592458,0.017115545,0.0,0.026531296,0.019824442,0.04518305,0.0,0.0,0.0,0.017702065,0.0,0.0,0.025990564,0.019423598,0.0,0.022651263,0.0,0.0,0.0,0.025567032,0.024637274,0.01762382,0.0,0.017744876,0.0,0.0,0.0,0.0,0.0,0.030977283,0.03881123,0.0,0.0,0.0,0.014480512,0.02369948,0.016160468,0.027817436,0.0,0.0,0.022879627,0.0,0.0,0.0,0.04624762,0.03753403,0.0,0.0,0.019401979,0.019097395,0.043950308,0.02079207,0.021125928,0.0,0.033674832,0.0,0.0,0.019694248,0.0,0.0,0.0,0.025261423,0.045047555,0.0,0.0,0.0,0.0,0.010147552,0.023290327,0.01829448
甜食,0.0,0.0,0.053967834,0.042905364,0.0,0.016789502,0.0,0.0,0.018756092,0.0,0.03019316,0.0,0.0,0.0,0.017677646,0.045341197,0.027525285,0.0,0.017237049,0.0,0.0,0.01726476,0.0,0.02474821,0.023326645,0.0,0.0,0.0,0.028113699,0.0,0.03446562,0.0,0.0,0.0,0.0,0.0,0.0,0.023690464,0.05006314,0.053490635,0.0,0.0,0.025666285,0.0,0.0,0.0,0.0,0.0,0.015542591,0.02515101,0.0,0.0,0.018738046,0.0,0.0324462,0.0,0.0,0.028772768,0.030232137,0.042538427,0.0,0.02544426,0.038621314,0.024397513,0.0,0.023617964,0.04633027,0.029872233,0.03564868,0.0,0.019239584,0.0,0.0,0.0,0.0,0.018583488,0.03157286
外出就餐,0.0,0.0,0.015473834,0.02258049,0.054781873,0.019444196,0.0,0.0,0.0144854905,0.0,0.02164001,0.0,0.0,0.0,0.033976983,0.0,0.035547607,0.025633806,0.0,0.02219362,0.030717317,0.0,0.030798526,0.0,0.028311798,0.0,0.0,0.023868723,0.0,0.0,0.017193636,0.024276303,0.0,0.015054867,0.0,0.020823836,0.039434224,0.018733893,0.01425468,0.026986266,0.0,0.0,0.0,0.010671815,0.016264603,0.014927883,0.03546958,0.0,0.0,0.019550672,0.0,0.034951612,0.0,0.03158866,0.020749256,0.039336685,0.0,0.0,0.03232348,0.0,0.0,0.04155388,0.0,0.02241804,0.0327831,0.01980086,0.021051774,0.0,0.026499853,0.0,0.0,0.0,0.0,0.0,0.0,0.02563494,0.015490896
其他,0.03366106,0.028932419,0.0,0.028980033,0.05090174,0.0,0.0,0.0,0.037028056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045625396,0.0,0.0,0.040756974,0.029731223,0.0,0.039622363,0.0,0.0,0.0,0.0,0.06461324,0.0,0.0,0.030368036,0.047902334,0.0,0.0,0.0,0.04512704,0.0,0.0,0.0,0.02734388,0.0,0.0,0.0,0.06755419,0.0,0.0,0.029130142,0.0,0.0,0.0,0.0,0.050218,0.0,0.04554766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042956464,0.11896555,0.0,0.0,0.0,0.0,0.0,0.047988754,0.0,0.0,0.0,0.042748444,0.0
每周运动次数,0.0,0.038768966,0.02090147,0.030742014,0.0,0.05417271,0.032437842,0.0,0.0,0.0,0.055701986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023612011,0.0,0.0,0.034809176,0.0,0.0,0.0,0.0,0.025501652,0.026071697,0.0,0.0,0.022524163,0.023710197,0.0,0.0,0.0,0.021977799,0.0,0.0,0.0,0.020015495,0.0,0.0,0.023247473,0.0,0.043232117,0.029860679,0.04029567,0.0,0.038416743,0.019292384,0.0,0.0,0.0,0.010011412,0.038509052,0.0,0.02186365,0.0,0.030495647,0.02470341,0.05056697,0.039494433,0.015084474,0.042517666,0.0,0.0162255,0.024925578,0.0,0.028593903,0.0,0.056108985,0.0,0.0,0.0,0.0,0.045063894,0.018947916
每次运动时间,0.0,0.013321147,0.0,0.017788546,0.0,0.0,0.0,0.03287,0.0,0.01830164,0.02522057,0.022621758,0.03143371,0.0,0.045766883,0.027896341,0.03469695,0.034854572,0.0,0.015618207,0.032477092,0.0,0.00950251,0.0,0.0,0.020882558,0.0,0.03419215,0.0,0.0,0.0,0.0146740135,0.02529718,0.019675741,0.0,0.0,0.01876702,0.029296525,0.0,0.0,0.014201655,0.0124773625,0.01947896,0.018074045,0.009987575,0.0,0.034022383,0.020915058,0.024683263,0.0,0.0,0.0,0.047361635,0.0,0.0,0.0,0.01719098,0.03236909,0.0,0.012858029,0.0,0.035740655,0.023002373,0.0,0.016351081,0.0,0.0,0.035467867,0.01822826,0.035122283,0.0,0.0,0.017113332,0.011809192,0.03146649,0.0,0.0
是否使用口服降糖药,0.0,0.024418198,0.0,0.014607033,0.033180628,0.0,0.0,0.056425124,0.0,0.0,0.0,0.0,0.044866372,0.0,0.0,0.025727334,0.033499923,0.0,0.0,0.021754691,0.0,0.0,0.0,0.03981889,0.0,0.0,0.020657618,0.0,0.021474851,0.0,0.020085206,0.022272876,0.03077055,0.015372785,0.011836915,0.0,0.04286395,0.03594747,0.0,0.0,0.0,0.022388835,0.024644442,0.0,0.011031258,0.0,0.0,0.020924699,0.0,0.0,0.0,0.066769645,0.0,0.0,0.0,0.0144651225,0.029093385,0.0,0.0,0.015927432,0.019988459,0.0,0.048132114,0.0,0.021447876,0.0,0.0,0.0,0.0,0.0,0.0,0.01910648,0.0,0.032682497,0.029611683,0.0,0.0
是否使用胰岛素,0.0,0.0,0.0,0.0,0.0,0.0132974,0.014308925,0.0,0.0,0.0,0.0,0.011490566,0.030457357,0.012972825,0.015449841,0.017420284,0.022609757,0.0,0.08916977,0.0,0.0,0.012030285,0.045636326,0.0,0.0,0.02582644,0.01192665,0.0,0.010886238,0.014984319,0.0,0.0,0.038062815,0.0,0.013890443,0.0,0.023440696,0.0,0.0,0.0,0.015150016,0.070140034,0.0,0.0,0.016240504,0.0,0.0,0.025551938,0.028336817,0.0,0.008715573,0.014692053,0.0372166,0.0,0.010681933,0.015976656,0.012519975,0.020156752,0.0,0.03303198,0.015298506,0.0,0.033082977,0.0,0.025801988,0.0,0.0,0.0,0.0,0.00917431,0.034205366,0.029733501,0.0,0.077619776,0.061672717,0.0,0.018623477
是否使用降压药,0.0,0.015120684,0.025136024,0.025199922,0.012557723,0.0,0.0,0.019667435,0.0,0.0,0.017295014,0.0,0.0,0.0,0.019328197,0.016912326,0.03108073,0.022743182,0.0,0.020596528,0.027094282,0.01800146,0.029380199,0.022559384,0.019717092,0.0,0.0,0.0,0.022887798,0.0,0.036545195,0.018522672,0.0,0.0,0.0,0.030006086,0.015480541,0.01978439,0.018746607,0.03395657,0.0,0.014808237,0.018627763,0.0,0.021995796,0.027315756,0.02326379,0.029499872,0.01681945,0.0,0.0,0.0,0.010504672,0.0,0.0,0.035443116,0.02555252,0.037070397,0.02803192,0.0,0.0,0.03038656,0.013271102,0.029386202,0.0,0.0,0.023845835,0.0,0.02692412,0.0,0.0,0.0,0.0,0.0,0.021486284,0.05762821,0.018197717
是否使用调脂药,0.0,0.030200668,0.0,0.03483798,0.0,0.0,0.01891459,0.02377543,0.0,0.031285826,0.037528012,0.0,0.0,0.0,0.016780209,0.0,0.0,0.015952522,0.013495248,0.0,0.0,0.0,0.0,0.0,0.026656153,0.03586034,0.0,0.030944666,0.0,0.030410003,0.0,0.03996235,0.023090638,0.03973754,0.032606713,0.02551754,0.016784407,0.0263876,0.0,0.0,0.0,0.0,0.0,0.0,0.029413832,0.0,0.0,0.0,0.0,0.0,0.035304993,0.0,0.0,0.017539164,0.043059155,0.0,0.028468296,0.0,0.0,0.018525513,0.0,0.028054604,0.020296428,0.03507234,0.0,0.0,0.0,0.017745001,0.028745893,0.03304603,0.026788687,0.0,0.024872446,0.020379169,0.026465684,0.0,0.022700926
胃纳,0.0,0.0,0.0,0.027768428,0.0,0.02020231,0.0,0.0,0.024946231,0.0,0.020502763,0.0,0.0,0.046023186,0.037565224,0.0,0.02480653,0.017753428,0.010056671,0.0,0.0,0.038564224,0.046648778,0.047014996,0.0,0.022170631,0.018759836,0.0,0.0,0.03334439,0.031232696,0.0,0.011196088,0.0,0.0,0.0,0.0,0.0,0.0,0.043491166,0.040696915,0.010909521,0.038455587,0.03807609,0.0,0.0,0.020363962,0.041041914,0.0,0.0,0.0,0.02491801,0.02991263,0.014286693,0.03226805,0.0,0.0,0.02932539,0.026281238,0.0,0.02193383,0.032662768,0.0,0.0,0.021834033,0.015395024,0.024919568,0.0,0.028749174,0.026254656,0.025363695,0.024913494,0.0,0.0,0.0,0.0,0.020501317
活动情况,0.0,0.01869805,0.0,0.025504898,0.017739605,0.0,0.0,0.024404166,0.019545082,0.0,0.014933292,0.028899947,0.031870503,0.0,0.035653748,0.013073495,0.014106227,0.032211795,0.0,0.010493937,0.026020672,0.0,0.022277314,0.021322895,0.014625755,0.0,0.0,0.0,0.0,0.024738505,0.0,0.0,0.0955002,0.0,0.0,0.0,0.0,0.011568392,0.027622797,0.0,0.025069537,0.01932588,0.0,0.019076237,0.0,0.017940171,0.041779794,0.02945053,0.0,0.0,0.0,0.041827265,0.025142666,0.0,0.0,0.021500338,0.026143277,0.0,0.031636186,0.0,0.0,0.03963778,0.0,0.0,0.0,0.0,0.014296438,0.060851477,0.02847299,0.01732121,0.020281846,0.0,0.0,0.017662581,0.0,0.0,0.0
心电图,0.0,0.0,0.020017184,0.0,0.0,0.0,0.032677826,0.02316078,0.014136272,0.0,0.0,0.0,0.0,0.0,0.03473065,0.02033381,0.0,0.014800911,0.01086381,0.02025268,0.0,0.041034922,0.0,0.021252861,0.030590253,0.0,0.036178976,0.0,0.035026256,0.026230186,0.03674461,0.0,0.043137584,0.01211589,0.0,0.028790975,0.0,0.042170234,0.026937967,0.0,0.021652982,0.011363062,0.0,0.0,0.0,0.0,0.01805621,0.0,0.0,0.012457011,0.024672182,0.0,0.024449438,0.0,0.0,0.0,0.0,0.028900715,0.0,0.011016534,0.023145316,0.026474131,0.0,0.0,0.021721538,0.019021455,0.0,0.0,0.0,0.0,0.033804506,0.047292847,0.0,0.0,0.0,0.0,0.047664
心脏B超,0.018325523,0.016497202,0.04224419,0.0,0.0,0.0,0.026801135,0.011176738,0.0,0.0,0.0,0.028284583,0.021118889,0.04440443,0.012008909,0.0,0.032105993,0.0,0.0095041,0.0,0.020153416,0.0,0.028437523,0.026056664,0.0,0.0,0.014794603,0.0,0.0,0.020517267,0.033408713,0.028428447,0.021032063,0.0,0.0,0.0,0.0,0.03355596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019796481,0.042920098,0.007509548,0.0,0.0,0.016378392,0.0,0.033124328,0.019970074,0.016922308,0.0,0.016874123,0.0,0.0,0.014091256,0.017828926,0.022362141,0.031967133,0.0,0.0,0.042954963,0.0,0.018611653,0.0,0.0,0.0,0.0,0.0,0.04698771,0.0,0.0
眼底检查情况,0.03530861,0.054881603,0.0,0.0,0.0,0.030484548,0.0,0.0,0.03567799,0.0,0.0,0.056464314,0.0,0.0,0.0,0.0,0.0,0.0,0.036978174,0.0,0.0,0.031971492,0.01899885,0.036627408,0.0,0.0,0.054123864,0.0,0.03450849,0.0,0.03079379,0.0,0.0,0.06814941,0.033614337,0.0,0.0,0.0,0.0,0.0,0.03430665,0.03200562,0.0,0.0,0.0,0.0,0.0,0.0,0.048891105,0.042255003,0.0,0.06675935,0.0,0.024207132,0.0,0.0,0.0,0.039080143,0.0,0.022234717,0.0,0.042003278,0.0,0.0,0.045941617,0.03371385,0.0,0.0,0.0,0.0,0.0,0.03404083,0.0,0.0,0.0,0.0,0.0
肾ECT,0.0,0.030929988,0.016479153,0.0,0.033669185,0.027220197,0.017925946,0.046814483,0.0,0.0,0.0,0.036637053,0.0,0.01896796,0.0,0.023027986,0.046058908,0.0,0.065491535,0.023430062,0.0,0.016202973,0.0,0.028183166,0.018793385,0.03530182,0.0,0.0,0.015931353,0.0,0.039081514,0.017056406,0.025028093,0.0,0.0,0.043029554,0.0,0.0,0.0,0.037434347,0.0,0.014871131,0.0,0.0,0.0,0.024785176,0.0,0.025264425,0.0,0.014106819,0.03393043,0.0,0.0,0.0,0.033185236,0.0,0.0,0.0,0.02811289,0.0,0.0261964,0.0,0.023884429,0.027035708,0.0,0.010758062,0.016033612,0.0,0.0,0.0,0.0,0.03529479,0.0,0.014059392,0.0,0.023834087,0.0
神经肌电图,0.014255648,0.0,0.025839215,0.0,0.0,0.0143124275,0.042283066,0.033137873,0.0,0.0,0.0,0.01723528,0.0,0.015680112,0.031500287,0.031100584,0.0,0.0,0.015590874,0.0,0.0,0.020256555,0.02768348,0.049516324,0.0,0.0,0.0,0.0,0.045560006,0.021411002,0.0,0.02490928,0.0,0.0,0.019618558,0.023323212,0.02775178,0.01574284,0.0,0.0,0.0,0.020760613,0.0,0.0,0.032398593,0.022591956,0.0,0.0,0.025168924,0.023115663,0.012541326,0.0,0.0,0.031594917,0.014025887,0.017656691,0.0,0.0,0.03805018,0.021296766,0.0,0.0,0.0,0.014099914,0.0,0.0,0.0,0.017296834,0.02106604,0.0,0.0,0.018280208,0.033499222,0.0,0.030386293,0.0,0.021795068
血管病变（多普勒）,0.04265156,0.0,0.03926314,0.029713131,0.021564443,0.024098,0.022157239,0.0,0.0,0.022931129,0.0,0.056226593,0.029639924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02731559,0.013410934,0.0,0.0,0.017876826,0.0,0.05319237,0.0,0.0,0.0,0.0,0.0,0.021757333,0.056978956,0.0,0.0,0.0,0.022219459,0.0,0.03775218,0.0,0.04836394,0.034878507,0.018412374,0.0,0.0,0.0,0.02011907,0.023857158,0.0,0.04670462,0.016536588,0.0,0.0,0.0,0.0,0.023912843,0.0,0.031891994,0.0,0.0,0.014770465,0.0,0.029720439,0.03216524,0.0,0.031664975,0.0,0.054828033,0.0,0.047596492,0.0,0.014911658,0.0,0.0,0.029915668
奇形,0.022274097,0.0,0.037702158,0.0,0.0,0.03551426,0.029215805,0.022087723,0.0,0.0,0.0,0.040303063,0.0,0.0,0.012074649,0.05000378,0.03855022,0.0,0.03311021,0.0,0.0,0.0184964,0.02714024,0.0,0.0,0.0,0.025706626,0.0,0.026851729,0.020850148,0.0145867625,0.02037301,0.014977097,0.0,0.0,0.018797595,0.0,0.009737157,0.0,0.0,0.0,0.0,0.0,0.0,0.022492103,0.02451147,0.0,0.035694502,0.0,0.02514737,0.0,0.0,0.018474504,0.02466662,0.030200854,0.019565986,0.018292038,0.023935385,0.022344878,0.022173671,0.027756738,0.0,0.027277421,0.0,0.0,0.0,0.030795977,0.0,0.0,0.025196362,0.0,0.0192516,0.017428955,0.0,0.026499927,0.0,0.020444289
干裂,0.026689595,0.0,0.031260896,0.0,0.0,0.0,0.0,0.0,0.0,0.025939543,0.0,0.0,0.037190218,0.0,0.0,0.0,0.0,0.0,0.0,0.027198428,0.0,0.02684076,0.0,0.0,0.0,0.0,0.036298085,0.053671673,0.0,0.0,0.04428251,0.072146714,0.0,0.0,0.0,0.04723513,0.025381956,0.0,0.08210384,0.030748578,0.0,0.0,0.03697792,0.0,0.030059533,0.026536487,0.0,0.0,0.0,0.11529255,0.02235482,0.0,0.032010548,0.0,0.0,0.0,0.0,0.0,0.032392703,0.0,0.03371992,0.0,0.039069112,0.05088255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055736605,0.0,0.0,0.0,0.0
