,年龄,身高(cm),体重(kg),腰围(cm),臀围(cm),体温(℃),脉搏(次/分),呼吸(次/分),收缩压,舒张压,总热卡(千卡),门诊测血糖（次/周),自我监测血糖(次/周),空腹血糖(mmol/l),餐后血糖(mmol/l),糖化血红蛋白(%),空腹血糖(mmol/L),餐后2H血糖(mmol/L),糖化血红蛋白(%).1,空腹胰岛素(pmol/l),空腹C肽(nmol/l),餐后2H胰岛素(pmol/l),餐后2H C肽空腹C肽(nmol/l),TC（总胆固醇）,TG（甘油三酯）,LDL--C（低密度脂蛋白）,HDL--C（高密度脂蛋白）,24H尿蛋白定量(mg/24h),尿白蛋白(mg/L),BUN尿素氮(mmol/L),CREA肌酐(umol/L),WBC(×109/L),中性粒胞(%),RBC( 1012/L),家族史,高血压,脑血管病变,心血管病变,视网膜病变,糖尿病肾病,周围神经病变,糖尿病足,皮肤感染,糖尿病酮症（或酸中毒）,定时定量,食物选择合理,食物搭配合理,甜食,外出就餐,其他,每周运动次数,每次运动时间,是否使用口服降糖药,是否使用胰岛素,是否使用降压药,是否使用调脂药,胃纳,活动情况,心电图,心脏B超,眼底检查情况,肾ECT,神经肌电图,血管病变（多普勒）,奇形,干裂,灰趾甲,自觉足部症状,足背动脉搏动,每天足部检查 ,每天足部清洁,足部神经感觉阈值结果,ABI检查结果,抽烟,喝酒,程度分级,血糖记录(是/否)
WBC(×109/L),0.027299654,0.04301886,0.02655104,0.0,0.031416573,0.029969556,0.03948546,0.0,0.0,0.023239603,0.0,0.02560445,0.04314019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032850537,0.02588438,0.030239258,0.0,0.030233951,0.03228044,0.0,0.044663813,0.0,0.025558708,0.0,0.0,0.0,0.0,0.026148442,0.03855183,0.0,0.042400952,0.0,0.03177816,0.03475299,0.03597538,0.0,0.0,0.0,0.0,0.0,0.0,0.0365727,0.036576755,0.0,0.041767232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03611467,0.0,0.0,0.029334191,0.0,0.046481967,0.0,0.027098862,0.0,0.0,0.0,0.032062795,0.0,0.0,0.0,0.0,0.0
中性粒胞(%),0.0431155,0.0,0.028265558,0.0,0.019198235,0.020651562,0.025637316,0.029254936,0.018869517,0.0,0.027047964,0.0,0.0,0.0,0.052923128,0.0,0.021456681,0.027992131,0.0,0.0,0.0,0.031787973,0.027427714,0.027089937,0.02553267,0.0,0.0,0.0,0.0090842955,0.030761518,0.027796594,0.011075169,0.0,0.0,0.0,0.023738973,0.026468951,0.019863816,0.023030678,0.036008958,0.0,0.0,0.02133853,0.0,0.0,0.022055784,0.033009745,0.0,0.0,0.015669437,0.025670536,0.0,0.022591637,0.0,0.0,0.0,0.0,0.05806929,0.0,0.024725987,0.02403957,0.026936688,0.01691864,0.028619677,0.0,0.0,0.016355623,0.0,0.0,0.0,0.0,0.036894552,0.0,0.0,0.0,0.0,0.0
RBC( 1012/L),0.0,0.0,0.01999006,0.020674272,0.019791503,0.030739661,0.031095508,0.021629032,0.017462814,0.0,0.032647178,0.0,0.0,0.0,0.016546343,0.0,0.021229208,0.024718791,0.0,0.0,0.0,0.0,0.025311325,0.0,0.015056406,0.0,0.0,0.032016985,0.0,0.0,0.014826947,0.025139423,0.0,0.0,0.0,0.022398133,0.015675457,0.0,0.0,0.020324916,0.0,0.0,0.0,0.03430831,0.06665495,0.020407991,0.026270492,0.0,0.013247041,0.0,0.0,0.0,0.0,0.018006431,0.029873243,0.043951392,0.033847205,0.028399961,0.013503941,0.0,0.0,0.02108586,0.026173772,0.02035723,0.02988648,0.0,0.020725856,0.0,0.017809935,0.0,0.0345242,0.0,0.0,0.0,0.0,0.03221738,0.026110027
家族史,0.0,0.0124353105,0.032817494,0.0,0.0,0.027268043,0.0,0.0150345005,0.0,0.0,0.02326568,0.023392627,0.01829516,0.04186025,0.0,0.0,0.0,0.0,0.010594339,0.0,0.0,0.029364318,0.017882807,0.0,0.015665336,0.0,0.016216971,0.0,0.021728149,0.0,0.02130411,0.014383516,0.0,0.0,0.0,0.02351315,0.012799318,0.02191926,0.020892192,0.0,0.0,0.022646066,0.0375915,0.0,0.02066734,0.0,0.0,0.032104842,0.009470316,0.026220154,0.0,0.0,0.008525107,0.0,0.016222615,0.017354835,0.02157864,0.015380696,0.019475034,0.039899275,0.0,0.013776892,0.01647248,0.025492374,0.0,0.020338316,0.02904112,0.028535442,0.02590047,0.036227997,0.0,0.0,0.014150807,0.0,0.01682752,0.025866833,0.02773857
高血压,0.045427866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031235695,0.028222024,0.037040614,0.0,0.0,0.03135342,0.0,0.036977302,0.030490061,0.0,0.0311971,0.030825771,0.0,0.036447313,0.024569739,0.032597154,0.02073481,0.0,0.0,0.0,0.036722485,0.0,0.061527126,0.0,0.0,0.029594349,0.04107233,0.0,0.0,0.0,0.0,0.032221995,0.0,0.0,0.024582185,0.0,0.0,0.0,0.0,0.0,0.020496266,0.041200377,0.0,0.036615416,0.0,0.0,0.027241599,0.0,0.0,0.0,0.031023787,0.035827357,0.0,0.0,0.0,0.0,0.0,0.038207527,0.037758827,0.026566751,0.0,0.0,0.0,0.03426368,0.0,0.0,0.0,0.032775346,0.0
脑血管病变,0.02543333,0.0,0.02049027,0.018507106,0.031913813,0.023945622,0.0,0.035114933,0.0,0.021208841,0.01506725,0.0,0.0235862,0.0,0.028503384,0.021682542,0.020333795,0.022620533,0.0,0.0,0.015830003,0.014366934,0.016802503,0.02195159,0.029612185,0.0,0.0,0.0,0.024580754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0383734,0.019837549,0.0,0.0,0.0,0.024409248,0.019972017,0.024662323,0.03632579,0.026309269,0.0,0.030812977,0.0,0.0,0.0,0.03073704,0.0,0.024509145,0.014424292,0.023559012,0.015707145,0.025678417,0.018211186,0.0,0.028159421,0.021091195,0.026548717,0.0,0.0,0.021034876,0.014150465,0.018980581,0.0,0.016227497,0.0,0.0,0.0,0.010932123,0.014573572,0.025974354
心血管病变,0.0,0.0,0.0,0.023114871,0.0,0.0,0.0,0.0,0.0,0.032824866,0.0,0.02187742,0.04620042,0.053964905,0.0,0.0,0.0,0.019853536,0.0,0.029654581,0.028080843,0.0,0.0,0.0,0.0,0.026247593,0.029242435,0.03586578,0.0,0.05177259,0.0,0.0,0.026551077,0.024756227,0.041464075,0.0,0.05782582,0.0,0.035863746,0.0,0.058182616,0.0,0.0,0.048386957,0.0,0.0,0.0,0.0,0.0,0.0,0.03049604,0.0,0.039865796,0.015180434,0.0,0.02579539,0.0,0.0,0.0,0.0,0.029431734,0.0,0.0,0.0,0.019802758,0.0,0.0,0.0,0.0,0.0794519,0.014619974,0.0,0.032008573,0.021019466,0.0,0.0,0.0
视网膜病变,0.025983743,0.028975155,0.02855161,0.0,0.02456053,0.03849564,0.024186881,0.025223203,0.0,0.0,0.0,0.0,0.0,0.0,0.024507748,0.0,0.0,0.020330422,0.0,0.020903163,0.0,0.0,0.0,0.0,0.0,0.0,0.032741122,0.046051,0.02141273,0.0,0.03173334,0.03379679,0.0,0.025689539,0.0,0.032743953,0.018815476,0.021107238,0.0,0.015044876,0.0,0.0,0.026584636,0.0,0.02261772,0.016328922,0.020275619,0.0,0.0,0.041187067,0.019898908,0.0,0.0,0.021981608,0.02376771,0.04911899,0.0,0.0,0.0,0.0,0.021321973,0.0,0.03291426,0.023750622,0.0,0.0,0.02511804,0.0,0.01994735,0.0,0.0,0.0,0.0,0.037117664,0.022917878,0.02413145,0.0
糖尿病肾病,0.0,0.021987338,0.0,0.0,0.02958238,0.0,0.0,0.032997407,0.0,0.0,0.0,0.0,0.0,0.03348008,0.0,0.029659532,0.02530126,0.0,0.031099232,0.02576998,0.030594263,0.0,0.035974793,0.030526403,0.0,0.03090833,0.0,0.028070312,0.029545482,0.0,0.0,0.018643735,0.03930303,0.023762783,0.0,0.029982358,0.020369126,0.023973238,0.0,0.0,0.0,0.017179001,0.0,0.0,0.0,0.0,0.0,0.053266373,0.0,0.0,0.028480444,0.027096633,0.0,0.02816723,0.0,0.0,0.037705965,0.0,0.034905914,0.037820723,0.024504615,0.0,0.0,0.0,0.0,0.02042803,0.0,0.0,0.0,0.0,0.0,0.039132733,0.0,0.02460245,0.02874905,0.029666325,0.0
周围神经病变,0.024879714,0.0,0.0,0.0,0.0,0.0,0.021608766,0.01866896,0.0,0.0,0.0,0.015838627,0.018502543,0.0,0.020375751,0.02772702,0.025697364,0.014869957,0.0,0.018667342,0.02922655,0.041540768,0.032502044,0.027484892,0.0,0.0,0.014660056,0.0,0.016231777,0.024053892,0.03062674,0.022631424,0.036,0.0,0.04979088,0.02688175,0.015983382,0.037321147,0.0,0.0,0.0,0.018094737,0.0,0.0,0.0,0.037600335,0.023694862,0.039446943,0.0,0.0,0.01690512,0.0,0.011662399,0.0,0.0,0.013117452,0.021286365,0.018125577,0.0,0.047650475,0.018047024,0.0,0.014508907,0.0,0.012141112,0.0,0.0,0.0,0.0,0.030345377,0.014980922,0.018115731,0.0,0.0,0.022933027,0.0,0.017018687
糖尿病足,0.024761476,0.029852241,0.0,0.0,0.02571593,0.0,0.031507514,0.0,0.0,0.0,0.0,0.0,0.0,0.033190764,0.0,0.0,0.030152738,0.0,0.031884987,0.037753154,0.035742067,0.0,0.0,0.026256876,0.0,0.04312098,0.0,0.0,0.017664222,0.0,0.0,0.032922402,0.0,0.032020032,0.0,0.026329905,0.020526718,0.0,0.0,0.018762453,0.027118484,0.0,0.0,0.0,0.023282759,0.0,0.0,0.0,0.026476264,0.0,0.03445628,0.023912957,0.0,0.0584395,0.023422748,0.0,0.0,0.0,0.0,0.040457547,0.0,0.0220152,0.0,0.0,0.05398351,0.048506275,0.0,0.0,0.0,0.0,0.0,0.0,0.026217552,0.052910604,0.03305763,0.017809885,0.0
皮肤感染,0.0,0.0,0.023683172,0.017392047,0.017001402,0.026112242,0.0,0.022776462,0.0,0.0169138,0.0,0.019669332,0.022310857,0.0,0.020010948,0.026881758,0.0,0.015970452,0.0,0.01955853,0.028924178,0.0,0.0,0.0,0.0,0.025680574,0.016227655,0.031615727,0.0,0.026143096,0.0,0.024027556,0.016377607,0.0,0.043726936,0.019121325,0.0,0.018479751,0.026808381,0.0,0.019846408,0.0,0.0,0.024703253,0.019425027,0.024955321,0.015267923,0.0,0.0,0.01834997,0.026075345,0.0,0.019914113,0.0,0.021864098,0.030509463,0.0,0.0,0.0,0.0,0.016771343,0.0,0.016028108,0.018980434,0.0,0.0,0.016975997,0.017878504,0.026886987,0.039669257,0.027016154,0.0,0.024104776,0.024067553,0.029589236,0.0,0.0
糖尿病酮症（或酸中毒）,0.020931039,0.0,0.021071669,0.0,0.01985363,0.026523205,0.017054819,0.043123778,0.028385289,0.027428934,0.030714814,0.0,0.03052781,0.0,0.015729008,0.0,0.0,0.025085934,0.0,0.0,0.0,0.037556395,0.0,0.0,0.021482375,0.0,0.015158439,0.026861731,0.0,0.016820315,0.030379869,0.0,0.0,0.0,0.0,0.0,0.0,0.032955457,0.023202807,0.022387458,0.0,0.0,0.028387215,0.0,0.0,0.020989832,0.020046573,0.0,0.0,0.043906502,0.0,0.0,0.018505495,0.0,0.021012405,0.0,0.0,0.021183897,0.0,0.060304288,0.0,0.018951675,0.033480357,0.02755466,0.0,0.034802984,0.063261166,0.0,0.01073859,0.0,0.0,0.033304937,0.0,0.0,0.0,0.0,0.016040567
定时定量,0.0,0.0,0.0,0.025926365,0.0,0.0,0.028591203,0.0,0.031014,0.0,0.027727554,0.0,0.0,0.0,0.0,0.021546962,0.023682805,0.025352769,0.019110767,0.0,0.0,0.0,0.0,0.01936526,0.015557592,0.020402748,0.0,0.030522037,0.035705414,0.0,0.0,0.0,0.0,0.07821279,0.031440035,0.033545233,0.0,0.022494782,0.0,0.020039985,0.0,0.0,0.0,0.0,0.0,0.03128679,0.0,0.02797214,0.021217208,0.031326078,0.0,0.016607989,0.0,0.0,0.031963427,0.036010403,0.03755392,0.0,0.017627124,0.024226505,0.0,0.0,0.03793533,0.0,0.030693498,0.0,0.0,0.019826911,0.0,0.0,0.031351037,0.03283878,0.025653161,0.0,0.0,0.0,0.047196023
食物选择合理,0.0,0.021152796,0.0,0.020469425,0.0,0.0,0.0,0.0,0.022418905,0.018791001,0.027992792,0.0,0.048546024,0.029672831,0.0,0.0,0.0,0.016936824,0.025951277,0.022686677,0.0,0.0,0.0,0.0,0.0,0.021883778,0.02767659,0.028768547,0.0,0.02664568,0.0,0.0,0.0187672,0.0,0.0,0.0,0.034992974,0.0,0.0,0.027730104,0.0,0.0,0.0300539,0.020891365,0.025245328,0.0,0.026578426,0.03735052,0.0,0.0,0.022828786,0.022709478,0.017631663,0.013968579,0.020774595,0.0,0.023067433,0.0,0.021805517,0.0,0.03006462,0.026197823,0.01936878,0.0,0.0,0.0,0.025454322,0.0,0.02463417,0.04033375,0.013996771,0.0,0.0,0.016354492,0.018551014,0.019843249,0.03981507
食物搭配合理,0.029668411,0.027273782,0.0,0.020071445,0.0,0.0,0.0,0.021294387,0.02102226,0.0,0.024457851,0.02053832,0.020454623,0.0,0.0,0.0,0.019392587,0.0,0.0,0.018857999,0.023105191,0.015162891,0.017025085,0.0,0.0,0.0,0.025906337,0.020621946,0.021250298,0.0,0.021549266,0.022242215,0.031712938,0.0,0.0,0.0,0.027497973,0.028141351,0.0,0.0,0.0,0.016013358,0.017653711,0.021369675,0.024878548,0.0,0.0,0.01878965,0.026225545,0.0,0.0,0.02988742,0.027171634,0.018496884,0.0,0.02759,0.023139197,0.03667651,0.019917337,0.018212037,0.0,0.028862229,0.0,0.0,0.01579559,0.0,0.0,0.0,0.021342488,0.025552532,0.0,0.0,0.019968329,0.0,0.018050987,0.034669936,0.036037005
甜食,0.0,0.0,0.031116812,0.025522282,0.0,0.024597986,0.0,0.0,0.016093664,0.0,0.033754468,0.0,0.0,0.0,0.020275487,0.037672505,0.025213532,0.0,0.021634795,0.0,0.0,0.034331318,0.0,0.022938494,0.021931252,0.0,0.0,0.0,0.027574424,0.0,0.02504606,0.0,0.0,0.0,0.0,0.0,0.0,0.022365563,0.024672432,0.042802837,0.0,0.0,0.024326842,0.0,0.0,0.036721475,0.0,0.0,0.018241236,0.023875367,0.0,0.0,0.023822548,0.0,0.02421789,0.0,0.03269098,0.019832103,0.026243027,0.032778107,0.0,0.021258315,0.021672774,0.029015766,0.0,0.02216337,0.032892235,0.022455245,0.028162906,0.0,0.029858498,0.0,0.0,0.0,0.0,0.025286349,0.030068956
外出就餐,0.0,0.0,0.0233732,0.016046107,0.04119072,0.018818455,0.0,0.022593856,0.02012558,0.0,0.02240378,0.0,0.0,0.0,0.024368446,0.0,0.025771447,0.02667044,0.0,0.020005623,0.021655519,0.0,0.022740655,0.0,0.024005545,0.0,0.0,0.02982726,0.0,0.0,0.019893646,0.030414678,0.0,0.01268827,0.0,0.016818501,0.03305591,0.017507602,0.03268657,0.021224536,0.0,0.0,0.0,0.013117185,0.01800166,0.013751861,0.024211721,0.0,0.0,0.017665563,0.0,0.03651084,0.0,0.027718296,0.023273079,0.030754538,0.016320977,0.019147148,0.021249436,0.0,0.0,0.028211357,0.0,0.023231555,0.02620573,0.026419142,0.020563712,0.0,0.02470088,0.0,0.0,0.0,0.0,0.0,0.0,0.016019374,0.019653518
其他,0.027273122,0.034225445,0.0,0.032722674,0.039962076,0.0,0.0,0.0,0.032423247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035440587,0.0,0.0,0.035247806,0.03588016,0.0,0.039275024,0.0,0.0,0.0,0.0,0.07262352,0.0,0.0,0.028190322,0.041341778,0.0,0.038416583,0.0,0.04856509,0.0,0.0,0.0,0.028300168,0.0,0.0,0.030314948,0.061277248,0.0,0.0,0.030009486,0.0,0.0,0.0,0.0,0.03345389,0.0,0.039063565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020796932,0.0,0.0,0.038999043,0.1053207,0.0,0.0,0.0,0.0,0.0,0.04423477,0.0,0.0,0.0,0.032583978,0.0
每周运动次数,0.0,0.03125628,0.018859247,0.022956051,0.0,0.023990516,0.024473105,0.0,0.0,0.0,0.036029454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03276154,0.0,0.0,0.022041487,0.0,0.0,0.0,0.0,0.020334365,0.022813609,0.0,0.0,0.020788508,0.03403552,0.0,0.0,0.0,0.022216735,0.0,0.0,0.0,0.026485397,0.0,0.0,0.033015195,0.0,0.02680954,0.023958845,0.031966284,0.0,0.032909054,0.018453382,0.0,0.0,0.0,0.03088661,0.032653004,0.0,0.021986466,0.022084596,0.024117135,0.04219488,0.03551154,0.03903482,0.031607587,0.030733915,0.0,0.015855385,0.024227243,0.0,0.0187559,0.0,0.05384676,0.0,0.0,0.0,0.0,0.036254875,0.025664555
每次运动时间,0.0,0.02487765,0.0,0.013991011,0.021720994,0.0,0.022339221,0.027286284,0.0,0.01580223,0.027581671,0.02524177,0.023463415,0.0,0.02358788,0.027122566,0.027127964,0.027078629,0.0,0.018387925,0.021236427,0.0,0.01901855,0.0,0.0,0.020163067,0.0,0.026749143,0.0,0.0,0.0,0.020199372,0.020345218,0.015774695,0.0,0.0,0.017559746,0.020772967,0.0,0.0,0.0101398835,0.014027066,0.0155478725,0.015935503,0.010197099,0.0,0.023225805,0.021130063,0.02948256,0.0,0.0,0.0,0.03856131,0.0,0.0,0.02862319,0.018879857,0.023059716,0.0,0.017861066,0.0,0.030697037,0.027924903,0.0,0.017524628,0.0,0.0,0.015808087,0.01812375,0.03262729,0.021570371,0.020769674,0.014397004,0.010205695,0.02108822,0.0,0.0
是否使用口服降糖药,0.02193292,0.03195456,0.0,0.01436407,0.033872776,0.0,0.03194481,0.045911,0.0,0.0,0.0,0.0,0.02307278,0.0,0.0,0.02923852,0.02713837,0.0,0.0,0.023995142,0.01870372,0.0,0.02824415,0.022094663,0.0,0.0,0.021495445,0.02503158,0.022263575,0.033919316,0.023134442,0.03242847,0.022435952,0.015655316,0.011930198,0.025154246,0.033475574,0.02777632,0.0,0.0,0.0,0.019435138,0.020695677,0.0,0.015522361,0.0,0.0,0.023031909,0.0,0.0,0.0,0.048976813,0.0,0.0,0.0,0.023778664,0.028237006,0.0,0.0,0.01428943,0.022519914,0.0,0.02792711,0.0,0.02864585,0.0,0.0,0.0,0.0,0.0,0.0,0.019310504,0.0,0.03240613,0.017395126,0.0,0.0
是否使用胰岛素,0.0,0.0,0.0,0.0,0.0,0.01792963,0.01898468,0.0,0.0,0.0,0.0,0.013005094,0.024244467,0.01916845,0.020317525,0.0141666345,0.02749971,0.0,0.036287982,0.0,0.0,0.019892285,0.040516894,0.0,0.0,0.019109305,0.016274804,0.0,0.008482673,0.013271401,0.0,0.0,0.028462417,0.0,0.016552407,0.0,0.017212354,0.0,0.0,0.0,0.028976556,0.04383055,0.0,0.0,0.013350927,0.0,0.0,0.021534108,0.029079862,0.0,0.02364303,0.019776326,0.029890824,0.0,0.013266345,0.026673524,0.01116774,0.021052284,0.0,0.032885347,0.018049356,0.0,0.021358527,0.0,0.021135662,0.0,0.0,0.023636363,0.0,0.012545298,0.04061103,0.019169204,0.02178813,0.065145575,0.053234115,0.0,0.016598882
是否使用降压药,0.0,0.022985987,0.019283602,0.01574206,0.016219823,0.02001828,0.0,0.024500905,0.0,0.0,0.021529058,0.0,0.0,0.0,0.022397298,0.017537175,0.019944597,0.02183687,0.0,0.021059446,0.020777045,0.025157468,0.018235432,0.021265956,0.025574448,0.0,0.0,0.03370232,0.018875467,0.0,0.021067794,0.019664995,0.0,0.0,0.0,0.019368788,0.02080572,0.023713607,0.020881273,0.023908356,0.0,0.016377116,0.021175582,0.0,0.021796556,0.020054907,0.021109771,0.019597467,0.019535085,0.0,0.0,0.0,0.01433461,0.0,0.0,0.027191808,0.025837522,0.023353977,0.027766926,0.0,0.0,0.02332571,0.018818107,0.020018604,0.0,0.0,0.021371301,0.0,0.024010647,0.0,0.0,0.0,0.0,0.0,0.022878649,0.024326814,0.020538209
是否使用调脂药,0.0,0.022974024,0.0,0.018780869,0.0,0.0,0.018042903,0.026723333,0.0,0.023039196,0.03596195,0.0,0.0,0.02729681,0.014960676,0.0,0.0,0.01983733,0.01726195,0.0,0.028416334,0.0,0.0,0.0,0.018102422,0.026636409,0.0,0.03656604,0.0,0.01853916,0.0,0.028179573,0.019033248,0.036232423,0.02159919,0.026217181,0.014276238,0.016960233,0.0,0.0,0.0,0.0,0.0,0.0,0.025809444,0.015430907,0.023473563,0.0,0.0,0.0,0.03187004,0.0,0.0,0.026710004,0.028229576,0.0,0.022382738,0.0,0.0,0.027022747,0.0,0.020292146,0.036794618,0.016096447,0.0,0.0,0.0,0.019799024,0.016938351,0.033251278,0.04538186,0.0,0.01951473,0.019441275,0.04314863,0.0,0.019589223
胃纳,0.0,0.0,0.0,0.019088868,0.0,0.030307345,0.0,0.0,0.022104578,0.0,0.025155764,0.0,0.0,0.030667607,0.028408756,0.0,0.019714292,0.019997198,0.018689495,0.0,0.0,0.032388333,0.030107247,0.031229623,0.0,0.019313868,0.021225542,0.0,0.0,0.028864702,0.02873216,0.0,0.016149394,0.0,0.0,0.0,0.0,0.0,0.0,0.03309986,0.02546126,0.011674314,0.030763723,0.03889422,0.0,0.0,0.023993667,0.03486104,0.0,0.0,0.0,0.024741959,0.029647587,0.012042878,0.029256623,0.0,0.0,0.024599386,0.02344257,0.0,0.023904625,0.02477333,0.0,0.0,0.023804612,0.015089689,0.025090434,0.0,0.025343738,0.027009835,0.021503178,0.028049467,0.0,0.0,0.0,0.0,0.022223523
活动情况,0.0,0.022082698,0.0,0.018059466,0.019908186,0.0,0.0,0.023469677,0.017691245,0.02218938,0.0273817,0.027085103,0.019196467,0.0,0.023495764,0.027363917,0.016870862,0.030216753,0.0,0.017828051,0.021984827,0.0,0.022532614,0.02056068,0.018568596,0.020347456,0.0,0.0,0.0,0.023946222,0.0,0.0,0.053582404,0.0,0.0,0.0,0.015137185,0.014903089,0.020033745,0.0,0.020369373,0.016291052,0.0,0.01878991,0.0,0.017700644,0.03341978,0.022534123,0.0,0.0,0.0,0.027178308,0.026032835,0.0,0.0,0.025871037,0.026198493,0.0,0.024752166,0.0,0.0,0.025245637,0.0,0.0,0.0,0.0,0.020603972,0.024920467,0.02274145,0.019964132,0.0246362,0.0,0.0,0.017208908,0.022644661,0.0,0.0
心电图,0.034972854,0.0,0.019337416,0.0,0.0,0.0,0.021764291,0.021504216,0.026134657,0.0,0.028417509,0.0,0.0,0.0,0.03072362,0.020967735,0.0,0.020618532,0.019215731,0.022907127,0.0,0.040181335,0.0,0.027501218,0.03063459,0.0,0.029601611,0.0,0.02848406,0.021767829,0.034031913,0.0,0.03593799,0.012526067,0.022949032,0.021923462,0.0,0.03158805,0.027776953,0.0,0.020377014,0.020105299,0.0,0.0,0.0,0.021511476,0.018937029,0.0,0.0,0.015159621,0.019874446,0.0,0.018973108,0.0,0.0,0.0,0.0,0.022476168,0.0,0.016293272,0.021232288,0.022461679,0.0,0.035255745,0.02023981,0.021240767,0.0,0.0,0.0,0.0,0.02231857,0.041810863,0.0,0.0,0.0,0.0,0.027319279
心脏B超,0.01773255,0.017534532,0.024930289,0.0,0.0,0.024357684,0.017320933,0.026988478,0.0,0.0,0.0,0.026322851,0.022147764,0.030851336,0.011173105,0.0,0.02898251,0.0,0.020364532,0.0,0.026155366,0.026540754,0.024842799,0.027316444,0.023309011,0.0,0.017743282,0.0,0.016732452,0.01710561,0.020208122,0.019081347,0.022581445,0.0,0.0,0.023492616,0.016677985,0.022341691,0.0,0.0,0.0,0.026431102,0.0,0.0,0.0,0.0,0.017313283,0.032328166,0.01556214,0.0,0.0,0.01978056,0.0,0.028004635,0.017524812,0.025164206,0.024682023,0.016664619,0.0,0.0,0.015735555,0.018227458,0.0208731,0.019787997,0.0,0.0,0.038179215,0.0,0.012397845,0.022512754,0.0,0.0,0.0,0.0,0.032971483,0.0,0.016806865
眼底检查情况,0.029456954,0.039151613,0.0,0.0,0.0,0.028842581,0.03272519,0.0,0.036007255,0.0,0.0,0.047775693,0.0,0.0,0.0,0.0,0.0,0.0,0.035078358,0.0,0.0,0.033819802,0.029765218,0.030432288,0.0,0.0,0.041655645,0.0,0.030688439,0.0,0.03184137,0.0,0.0,0.048246842,0.03284162,0.0,0.0,0.0,0.0,0.031153278,0.031684056,0.033098135,0.0,0.0,0.0,0.0,0.0,0.0,0.03610767,0.031205054,0.0,0.042487346,0.0,0.029656379,0.0,0.0,0.0,0.036777265,0.0,0.027904458,0.0,0.03325163,0.0,0.0,0.0342135,0.030846301,0.0,0.0,0.0,0.0,0.0,0.02930091,0.0,0.0,0.0,0.042501602,0.0
肾ECT,0.0,0.02875192,0.019737216,0.0,0.033834808,0.024971465,0.029571434,0.029728195,0.0,0.0,0.0,0.028347446,0.0,0.021428723,0.0,0.020719122,0.029207965,0.0,0.05159326,0.023224194,0.0,0.015113683,0.0,0.020918319,0.023792427,0.017131997,0.0,0.0,0.022723623,0.0,0.032407854,0.019395266,0.026207626,0.020934321,0.0,0.029063396,0.0,0.024240013,0.0,0.031170104,0.0,0.018172525,0.0,0.0,0.0,0.028347522,0.0,0.023762763,0.0,0.013290573,0.03435001,0.0,0.0,0.030403154,0.02748834,0.0,0.0,0.0,0.023229895,0.0,0.023482036,0.0,0.023550523,0.021436293,0.0,0.010980785,0.015039216,0.0,0.0,0.0,0.0,0.025902053,0.0,0.014614976,0.027914636,0.021666033,0.0
神经肌电图,0.017493438,0.0,0.022812499,0.0,0.0,0.023153897,0.016262468,0.023939226,0.0,0.0,0.0,0.027136989,0.0,0.021720018,0.016699761,0.025465526,0.021399183,0.0,0.017001675,0.0,0.0,0.021727828,0.019564841,0.026919357,0.01938234,0.0,0.025482439,0.0,0.030131163,0.018345783,0.02840857,0.021174418,0.0,0.0,0.019267771,0.025826441,0.019975126,0.02232741,0.0,0.0,0.0,0.015427581,0.0,0.0,0.027758833,0.019319002,0.0,0.020878173,0.023521023,0.027860122,0.029527875,0.0,0.0,0.019565085,0.022105826,0.03607484,0.0,0.01995004,0.019774962,0.021544645,0.031545244,0.0,0.0,0.021225361,0.0,0.0,0.0,0.020543724,0.014203175,0.0,0.0,0.022745976,0.018562088,0.0,0.024308374,0.0,0.025816629
血管病变（多普勒）,0.03219237,0.0,0.02771019,0.02451573,0.027422283,0.022989813,0.026064346,0.0,0.0,0.024160156,0.0,0.036974963,0.028582918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037955727,0.026174866,0.0,0.0,0.02883676,0.026282249,0.031011134,0.0,0.0,0.0,0.0,0.0,0.019733207,0.033124648,0.0,0.0,0.0,0.026721103,0.0,0.039598778,0.0,0.023583699,0.031375334,0.015098103,0.0,0.0,0.0,0.023846325,0.021304624,0.0,0.036037542,0.023157319,0.0,0.0,0.0,0.0,0.025973268,0.0,0.028167117,0.0,0.0,0.027148567,0.0,0.020025838,0.020220708,0.0,0.02689166,0.0,0.04610397,0.0,0.031271745,0.021966944,0.018481357,0.0,0.0,0.026186071
