,年龄,身高(cm),体重(kg),腰围(cm),臀围(cm),体温(℃),脉搏(次/分),呼吸(次/分),收缩压,舒张压,总热卡(千卡),门诊测血糖（次/周),自我监测血糖(次/周),空腹血糖(mmol/l),餐后血糖(mmol/l),糖化血红蛋白(%),空腹血糖(mmol/L),餐后2H血糖(mmol/L),糖化血红蛋白(%).1,空腹胰岛素(pmol/l),空腹C肽(nmol/l),餐后2H胰岛素(pmol/l),餐后2H C肽空腹C肽(nmol/l),TC（总胆固醇）,TG（甘油三酯）,LDL--C（低密度脂蛋白）,HDL--C（高密度脂蛋白）,24H尿蛋白定量(mg/24h),尿白蛋白(mg/L),BUN尿素氮(mmol/L),CREA肌酐(umol/L),WBC(×109/L),中性粒胞(%),RBC( 1012/L),家族史,高血压,脑血管病变,心血管病变,视网膜病变,糖尿病肾病,周围神经病变,糖尿病足,皮肤感染,糖尿病酮症（或酸中毒）,定时定量,食物选择合理,食物搭配合理,甜食,外出就餐,其他,每周运动次数,每次运动时间,是否使用口服降糖药,是否使用胰岛素,是否使用降压药,是否使用调脂药,胃纳,活动情况,心电图,心脏B超,眼底检查情况,肾ECT,神经肌电图,血管病变（多普勒）,奇形,干裂,灰趾甲,自觉足部症状,足背动脉搏动,每天足部检查 ,每天足部清洁,足部神经感觉阈值结果,ABI检查结果,抽烟,喝酒,程度分级,血糖记录(是/否)
糖尿病足,0.023815181,0.028919047,0.0,0.0,0.033113297,0.0,0.027456693,0.0,0.0,0.0,0.0,0.0,0.0,0.03669671,0.0,0.0,0.04210306,0.0,0.0,0.038348895,0.04325001,0.0,0.0,0.03234928,0.0,0.049843322,0.0,0.0,0.021613628,0.0,0.0,0.035865653,0.0,0.0,0.0,0.025476888,0.034355603,0.0,0.0,0.015665628,0.026546486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020563243,0.0,0.030257452,0.025774345,0.0,0.07408012,0.019528637,0.0,0.0,0.0,0.0,0.038842577,0.0,0.04682972,0.0,0.0,0.057498105,0.053635713,0.0,0.0,0.0,0.0,0.0,0.0,0.028523969,0.044494726,0.0,0.03038942,0.0
皮肤感染,0.0,0.0,0.02326879,0.021611089,0.018017119,0.037687417,0.0,0.023615895,0.0,0.0,0.0,0.0,0.028106404,0.0,0.016323196,0.020404056,0.0,0.019585457,0.0,0.02435164,0.031127878,0.0,0.0,0.0,0.0,0.03365527,0.013819912,0.028393185,0.0,0.028169412,0.0,0.022507276,0.02950569,0.0,0.057749074,0.020329788,0.0,0.02023544,0.025869226,0.0,0.032597475,0.0,0.0,0.027760966,0.02236786,0.03553559,0.015331044,0.0,0.0,0.02174195,0.021092797,0.0,0.013830877,0.0,0.0,0.036766965,0.0,0.0,0.0,0.0,0.019643536,0.0,0.0138861565,0.024269205,0.0,0.0,0.021107715,0.024776435,0.03581235,0.043067653,0.024091719,0.0,0.022013307,0.022883983,0.029121332,0.0,0.0
糖尿病酮症（或酸中毒）,0.024610357,0.0,0.031652328,0.0,0.017007362,0.030125378,0.0,0.039303634,0.0,0.030131599,0.035056718,0.0,0.043072768,0.0,0.014375638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017227782,0.0,0.018620111,0.023328334,0.0,0.0,0.027171535,0.0,0.0,0.0,0.0,0.0,0.0,0.031511903,0.023981992,0.034743458,0.0,0.0,0.033669338,0.0,0.0,0.023105342,0.024655238,0.0,0.0,0.04430603,0.0,0.0,0.016746353,0.0,0.025619812,0.0,0.0,0.02232849,0.0,0.052896447,0.0,0.045055814,0.04103531,0.03315353,0.0,0.042943273,0.07416203,0.0,0.01337373,0.0,0.0,0.035419583,0.0,0.0,0.0,0.0,0.013442453
定时定量,0.0,0.0,0.0,0.018538317,0.0,0.0,0.035755094,0.0,0.036236633,0.0,0.03995226,0.0,0.0,0.0,0.0,0.021309247,0.02012762,0.0,0.03125761,0.0,0.0,0.0,0.0,0.020550726,0.01295962,0.016462281,0.0,0.033274736,0.0,0.0,0.0,0.0,0.0,0.0,0.04131184,0.04234759,0.0,0.016730973,0.0,0.035581857,0.0,0.0,0.0,0.0,0.0,0.034169137,0.0,0.023150621,0.024608318,0.03557128,0.0,0.017008055,0.0,0.0,0.032116678,0.042895894,0.035219554,0.0,0.023503916,0.021950962,0.0,0.0,0.0,0.0,0.03122102,0.0,0.0,0.0,0.0,0.0,0.04746972,0.047218993,0.016941857,0.0,0.0,0.0,0.052393995
食物选择合理,0.0,0.0,0.0,0.021723492,0.0,0.0,0.0,0.0,0.017451303,0.021829795,0.03573044,0.0,0.068065755,0.035924874,0.0,0.0,0.0,0.014460302,0.045331243,0.028289318,0.0,0.0,0.0,0.0,0.0,0.05639644,0.025682585,0.045975704,0.0,0.0295763,0.0,0.0,0.0,0.0,0.0,0.0,0.017805308,0.0,0.0,0.021212805,0.0,0.0,0.036951784,0.019809993,0.02607471,0.0,0.019620456,0.03219658,0.0,0.0,0.019465646,0.014878984,0.013190655,0.016032457,0.0,0.0,0.027329894,0.0,0.024414316,0.0,0.04291904,0.015660023,0.024062788,0.0,0.0,0.0,0.031410184,0.0,0.024613658,0.042317092,0.01298931,0.0,0.0,0.012739158,0.022447882,0.025352515,0.046049364
食物搭配合理,0.019303437,0.030939989,0.0,0.015989704,0.0,0.0,0.0,0.025575267,0.03439848,0.0,0.0,0.024645034,0.0,0.0,0.0,0.0,0.029802246,0.0,0.0,0.02082057,0.011674949,0.01751968,0.015000156,0.0,0.0,0.0,0.0,0.015250068,0.0304351,0.0,0.03364399,0.026134616,0.008880994,0.0,0.0,0.0,0.03871102,0.029714195,0.0,0.0,0.0,0.018989552,0.017441574,0.023127202,0.03073836,0.0,0.0,0.013272891,0.041690912,0.0,0.0,0.03448842,0.043531522,0.0,0.0,0.042469718,0.02800206,0.019845325,0.028678946,0.015940772,0.0,0.047888312,0.0,0.0,0.018107645,0.0,0.0,0.0,0.020639738,0.031379625,0.0,0.0,0.036248945,0.0,0.028516887,0.017615821,0.0
甜食,0.0,0.0,0.045990814,0.0,0.0,0.045697182,0.0,0.0,0.025174437,0.0,0.033959575,0.0,0.0,0.0,0.03149234,0.041262332,0.034861516,0.0,0.036428254,0.0,0.0,0.02254612,0.0,0.021623438,0.02013806,0.0,0.0,0.0,0.023844473,0.0,0.0350927,0.0,0.0,0.0,0.0,0.0,0.0,0.019854018,0.027874399,0.045754857,0.0,0.0,0.03674989,0.0,0.0,0.03729711,0.0,0.0,0.018907411,0.020878393,0.0,0.0,0.037599053,0.0,0.02730302,0.0,0.031692605,0.031877194,0.028436387,0.029125748,0.0,0.016466888,0.022486944,0.0,0.0,0.022174733,0.028968142,0.028046856,0.055939395,0.0,0.022955526,0.0,0.0,0.0,0.0,0.0142749185,0.0
外出就餐,0.0,0.0,0.021630596,0.015583356,0.033324238,0.014474546,0.0,0.02075884,0.024969624,0.0,0.025060963,0.0,0.0,0.0,0.025310656,0.0,0.03097743,0.03246026,0.0,0.0,0.017409554,0.0,0.03242009,0.0,0.026390241,0.0,0.0,0.036434807,0.0,0.0,0.021103851,0.036341082,0.0,0.0,0.0,0.009000047,0.03197482,0.018405372,0.037779473,0.033507373,0.0,0.0,0.0,0.0135006895,0.02207085,0.013350567,0.044786908,0.0,0.0,0.021399088,0.0,0.042926397,0.0,0.03632282,0.018432302,0.031628948,0.0,0.02199812,0.02651216,0.0,0.0,0.032690942,0.0,0.024579965,0.030326193,0.025503539,0.022893265,0.0,0.03253481,0.0,0.0,0.0,0.0,0.0,0.0,0.023136413,0.0
其他,0.039335437,0.0,0.0,0.03672535,0.026521342,0.0,0.0,0.0,0.026589688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04747348,0.0,0.0,0.03852536,0.02826716,0.0,0.033966113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029178906,0.021864355,0.0,0.0,0.0,0.057734217,0.0,0.0,0.0,0.039651547,0.0,0.0,0.037427913,0.06288687,0.0,0.0,0.035758264,0.0,0.0,0.0,0.0,0.031421177,0.0,0.0548729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051703725,0.096085705,0.0,0.0,0.0,0.0,0.0,0.048867095,0.0,0.0,0.0,0.031764075,0.0
每周运动次数,0.0,0.059957735,0.021047827,0.019477023,0.0,0.021134173,0.03061204,0.0,0.0,0.0,0.06261491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042295612,0.0,0.0,0.04171178,0.0,0.0,0.0,0.0,0.0,0.022926027,0.0,0.0,0.010658281,0.0,0.0,0.0,0.0,0.018016044,0.0,0.0,0.0,0.0,0.0,0.0,0.02575418,0.0,0.044140562,0.022856534,0.027931659,0.0,0.029459879,0.017455447,0.0,0.0,0.0,0.016036639,0.029738583,0.0,0.02894778,0.029194718,0.01905997,0.035337616,0.017251419,0.021067759,0.036411047,0.04378277,0.0,0.017461678,0.033516888,0.0,0.025137942,0.0,0.075897336,0.0,0.0,0.0,0.0,0.043691326,0.032390073
每次运动时间,0.0,0.018041408,0.0,0.010463116,0.0,0.0,0.020726899,0.024721123,0.0,0.017781628,0.030491186,0.022019304,0.018060764,0.0,0.031023303,0.018968146,0.029193008,0.0198076,0.0,0.02337125,0.01276844,0.0,0.030936683,0.0,0.0,0.010645419,0.0,0.0,0.0,0.0,0.0,0.036124617,0.012142068,0.014824151,0.0,0.0,0.034767516,0.029441392,0.0,0.0,0.008583461,0.01570962,0.0144326715,0.01757392,0.011151925,0.0,0.027085755,0.02000508,0.031382136,0.0,0.0,0.0,0.061136115,0.0,0.0,0.025804585,0.02681045,0.018633483,0.0,0.019640204,0.0,0.041215297,0.040768668,0.0,0.0,0.0,0.0,0.015874391,0.024889983,0.043830913,0.022681909,0.0,0.030860312,0.014745276,0.01955984,0.0,0.0
是否使用口服降糖药,0.018521128,0.013040246,0.0,0.0,0.03000431,0.0,0.034853734,0.067883275,0.0,0.0,0.0,0.0,0.021531539,0.0,0.0,0.02211043,0.018002464,0.0,0.0,0.02849588,0.020374933,0.0,0.037156936,0.01744616,0.0,0.0,0.029164877,0.038278632,0.021040488,0.030877061,0.028174646,0.027305733,0.009831449,0.020463698,0.011942017,0.028753964,0.0,0.027003502,0.0,0.0,0.0,0.02027954,0.015108368,0.0,0.0,0.0,0.0,0.034096308,0.0,0.0,0.0,0.07474533,0.0,0.0,0.0,0.021951362,0.034349788,0.0,0.0,0.010784449,0.025577478,0.0,0.039512716,0.0,0.034112073,0.0,0.0,0.0,0.0,0.0,0.0,0.02246605,0.0,0.094543666,0.017230472,0.0,0.0
是否使用胰岛素,0.0,0.0,0.0,0.0,0.0,0.020554582,0.0,0.0,0.0,0.0,0.0,0.015199258,0.023143698,0.01754319,0.020737391,0.025627773,0.0,0.0,0.014601489,0.0,0.0,0.009672923,0.04989259,0.0,0.0,0.02893685,0.01760269,0.0,0.0,0.014957891,0.0,0.0,0.02791514,0.0,0.018612126,0.0,0.031413704,0.0,0.0,0.0,0.032639574,0.05756213,0.0,0.0,0.013358548,0.0,0.0,0.04177917,0.03385281,0.0,0.0149602415,0.021067396,0.03209437,0.0,0.010453138,0.0,0.009796032,0.023744427,0.0,0.046200834,0.029343763,0.0,0.022043465,0.0,0.02369219,0.0,0.0,0.026903912,0.0,0.010711376,0.03205977,0.016718116,0.037310757,0.07642819,0.052316714,0.0,0.01921492
是否使用降压药,0.0,0.017852616,0.034743022,0.018589914,0.0,0.017735006,0.0,0.041020233,0.0,0.0,0.018742768,0.0,0.0,0.0,0.030607939,0.014113539,0.018771319,0.0233259,0.0,0.023497015,0.017923519,0.027853265,0.018091114,0.018225528,0.028438626,0.0,0.0,0.03850772,0.021993836,0.0,0.0,0.030655509,0.0,0.0,0.0,0.026633212,0.033072017,0.027603898,0.018749371,0.02584077,0.0,0.013773317,0.019483693,0.0,0.024367692,0.025969304,0.014870186,0.023433842,0.015592877,0.0,0.0,0.0,0.0,0.0,0.0,0.022837069,0.028568925,0.026613288,0.036375444,0.0,0.0,0.02041563,0.024928963,0.036762293,0.0,0.0,0.028110104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020079015,0.0,0.020856015
是否使用调脂药,0.0,0.024109863,0.0,0.016280016,0.0,0.0,0.017821908,0.030657563,0.0,0.02746452,0.06702944,0.0,0.0,0.031300783,0.01166822,0.0,0.0,0.02079615,0.019196736,0.0,0.020941151,0.0,0.0,0.0,0.0,0.024069251,0.0,0.04530138,0.0,0.022353904,0.0,0.025965026,0.022465616,0.036732003,0.030819668,0.018797608,0.023220457,0.016230399,0.0,0.0,0.0,0.0,0.0,0.0,0.0316667,0.027022861,0.03755251,0.0,0.0,0.0,0.041620415,0.0,0.0,0.018951442,0.02221998,0.0,0.0,0.0,0.0,0.02458239,0.0,0.027174843,0.0,0.035237573,0.0,0.0,0.0,0.01828622,0.020513216,0.03578243,0.040392272,0.0,0.016486878,0.017238121,0.03498787,0.0,0.022376528
胃纳,0.0,0.0,0.0,0.008418575,0.0,0.046515856,0.0,0.0,0.019775689,0.0,0.023565039,0.0,0.0,0.03552617,0.0,0.0,0.020285573,0.019047514,0.033510566,0.0,0.0,0.048538268,0.03226268,0.023370078,0.0,0.022002809,0.024318099,0.0,0.0,0.03333917,0.025390241,0.0,0.011629348,0.0,0.0,0.0,0.0,0.0,0.0,0.038415175,0.024851026,0.010964127,0.028985368,0.042759895,0.0,0.0,0.029070126,0.031073594,0.0,0.0,0.0,0.035439976,0.037138734,0.010157393,0.032635823,0.0,0.0,0.027542017,0.032314587,0.0,0.024532607,0.023465978,0.0,0.0,0.024057116,0.015087599,0.02183174,0.0,0.0,0.029827306,0.027089566,0.04647796,0.0,0.0,0.0,0.0,0.029105444
活动情况,0.0,0.019581864,0.0,0.026596468,0.020944836,0.0,0.0,0.028641624,0.018489946,0.01752073,0.0,0.02741176,0.020947535,0.0,0.02983626,0.0,0.020045025,0.03356362,0.0,0.013442481,0.037906673,0.0,0.0325044,0.0,0.016793752,0.029437842,0.0,0.0,0.0,0.026383605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013957809,0.024143975,0.0,0.031230154,0.020342011,0.0,0.022227155,0.0,0.02491199,0.0,0.03194973,0.0,0.0,0.0,0.02517891,0.025618514,0.0,0.0,0.028938588,0.028154599,0.0,0.034517206,0.0,0.0,0.03564372,0.0,0.0,0.0,0.0,0.022417104,0.017583817,0.025583707,0.016838364,0.028589863,0.0,0.0,0.019912047,0.02801412,0.0,0.0
心电图,0.037724517,0.0,0.019292276,0.0,0.0,0.0,0.0,0.0,0.022071458,0.0,0.024916146,0.0,0.0,0.0,0.062113013,0.0,0.0,0.020003214,0.042116288,0.022843093,0.0,0.037486024,0.0,0.018333513,0.0,0.0,0.02113236,0.0,0.03774877,0.03336938,0.04178786,0.0,0.03946165,0.011636723,0.02022659,0.0,0.0,0.0,0.027244288,0.0,0.011351869,0.0,0.0,0.0,0.0,0.025116693,0.026967397,0.0,0.0,0.0076253777,0.016699307,0.0,0.024680043,0.0,0.0,0.0,0.0,0.030584466,0.0,0.012966267,0.0,0.030517416,0.0,0.044899885,0.02325209,0.012673676,0.0,0.0,0.0,0.0,0.02956314,0.030328482,0.0,0.0,0.0,0.0,0.031037865
心脏B超,0.021949722,0.02922512,0.03699641,0.0,0.0,0.019767897,0.014047923,0.0,0.0,0.0,0.0,0.036258046,0.024899103,0.021225354,0.016234897,0.0,0.046994306,0.0,0.022276396,0.0,0.027135866,0.0146051515,0.029053267,0.047317978,0.017510317,0.0,0.020519938,0.0,0.013533024,0.017844185,0.022343595,0.021787455,0.035037227,0.0,0.0,0.013098518,0.027870387,0.020296449,0.0,0.0,0.0,0.026817206,0.0,0.0,0.0,0.0,0.014180923,0.024470836,0.02143184,0.0,0.0,0.022247102,0.0,0.041050658,0.020480812,0.024732023,0.019373816,0.019243278,0.0,0.0,0.022350442,0.027847862,0.021947226,0.02517475,0.0,0.0,0.041278623,0.0,0.010556917,0.02478675,0.0,0.0,0.0,0.0,0.03720431,0.0,0.02473245
眼底检查情况,0.03456474,0.03774842,0.0,0.0,0.0,0.0,0.043745156,0.0,0.0381458,0.0,0.0,0.030279748,0.0,0.0,0.0,0.0,0.0,0.0,0.043636147,0.0,0.0,0.022592254,0.03841035,0.040429965,0.0,0.0,0.054940734,0.0,0.04165295,0.0,0.04800275,0.0,0.0,0.022186654,0.06341972,0.0,0.0,0.0,0.0,0.06156853,0.03871127,0.025528582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032841142,0.0,0.034512695,0.0,0.04114392,0.0,0.0,0.0,0.034055818,0.0,0.03527002,0.0,0.025025714,0.0,0.0,0.03009131,0.03189926,0.0,0.0,0.0,0.0,0.0,0.045321103,0.0,0.0,0.0,0.0,0.0
肾ECT,0.0,0.03512246,0.019846788,0.0,0.027857658,0.0,0.019025696,0.02521458,0.0,0.0,0.0,0.0650031,0.0,0.015231381,0.0,0.022056818,0.0680431,0.0,0.021895485,0.019498017,0.0,0.012695051,0.0,0.020602174,0.027397314,0.0,0.0,0.0,0.016113453,0.0,0.03733463,0.03012269,0.015732346,0.016022522,0.0,0.026326468,0.0,0.024123248,0.0,0.026938563,0.0,0.0,0.0,0.0,0.0,0.019060574,0.0,0.017301736,0.0,0.02711377,0.02183838,0.0,0.0,0.03888674,0.024992408,0.0,0.0,0.0,0.036105514,0.0,0.019832313,0.0,0.04441961,0.029572947,0.0,0.028246148,0.031325854,0.0,0.0,0.0,0.0,0.012453548,0.0,0.0151778525,0.04537101,0.020564174,0.0
神经肌电图,0.020909026,0.0,0.018235998,0.0,0.0,0.0,0.013785051,0.025743924,0.0,0.0,0.0,0.021200335,0.0,0.018988127,0.015829505,0.02466284,0.029472306,0.0,0.023067284,0.0,0.0,0.025435967,0.01825989,0.012442621,0.021189922,0.0,0.028922217,0.0,0.038239654,0.028485892,0.021279577,0.021721976,0.0,0.0,0.020605955,0.0,0.028752657,0.02584632,0.0,0.0,0.0,0.014884316,0.0,0.0,0.031552494,0.023962228,0.0,0.019330638,0.024510384,0.03315898,0.030879682,0.0,0.0,0.0,0.024968192,0.040766664,0.0,0.019772252,0.021033531,0.02245555,0.026003893,0.0,0.0,0.02877117,0.0,0.0,0.0,0.025869485,0.024169154,0.0,0.0,0.027718429,0.030895498,0.0,0.026884008,0.0,0.027319588
血管病变（多普勒）,0.03704922,0.0,0.03129045,0.026209226,0.044391856,0.021542128,0.020491343,0.0,0.0,0.0,0.0,0.04804543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03366992,0.022275068,0.0,0.0,0.024598934,0.03822446,0.05412162,0.0,0.0,0.0,0.0,0.0,0.023496944,0.034801427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028784918,0.032421958,0.029723167,0.0,0.0,0.0,0.0,0.017200982,0.0,0.030330041,0.01711101,0.0,0.0,0.0,0.0,0.02010856,0.0,0.029502952,0.0,0.0,0.032954432,0.0,0.034870487,0.027463887,0.0,0.026628692,0.0,0.07415732,0.0,0.043962102,0.014321463,0.0,0.0,0.0,0.03084675
奇形,0.020417696,0.0,0.043174356,0.0,0.0,0.050082467,0.025680525,0.027381593,0.0,0.0,0.0,0.026357073,0.0,0.0,0.011382044,0.019097699,0.0,0.0,0.020351436,0.0,0.0,0.0,0.019797964,0.0,0.0,0.0,0.021361973,0.0,0.027129339,0.021184718,0.0109767215,0.052131195,0.025834445,0.0,0.038128227,0.015102497,0.0,0.013850192,0.0,0.0,0.0,0.039347276,0.0,0.0,0.022983989,0.04131714,0.0,0.03421937,0.0,0.0,0.0,0.0,0.031326007,0.020865614,0.026422782,0.028285291,0.020433249,0.027348887,0.021804038,0.023707738,0.018900666,0.0,0.014425897,0.0,0.0,0.0,0.030772211,0.0,0.0,0.02450087,0.0,0.016195754,0.0245952,0.0,0.021451885,0.0,0.0
干裂,0.028554825,0.038787756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03855999,0.0,0.0,0.04675389,0.0,0.0,0.0,0.0,0.0,0.0,0.033691388,0.0,0.0,0.0,0.0,0.0,0.0,0.04193755,0.0,0.0,0.0,0.05217741,0.03325596,0.0,0.0,0.0,0.07126167,0.06663261,0.0,0.05641446,0.029905705,0.0,0.0,0.021006119,0.0,0.024199635,0.031625353,0.0,0.0,0.0,0.096273474,0.024667066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020434208,0.0,0.034450606,0.0,0.0,0.03993903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337632,0.0,0.0,0.055121165,0.0
灰趾甲,0.0,0.0,0.0,0.021656372,0.0,0.0,0.0,0.034125865,0.027731959,0.0,0.0,0.0,0.0,0.0,0.0057857423,0.028872589,0.04013901,0.022479832,0.0,0.024117628,0.04099528,0.0,0.0,0.0,0.022295102,0.0,0.0,0.03971051,0.0,0.027735606,0.0,0.0,0.0,0.023426587,0.044499032,0.0,0.05515695,0.0,0.025604274,0.03224785,0.0,0.0,0.0,0.0,0.021777304,0.03497393,0.031173605,0.027843837,0.0,0.0,0.031783085,0.0,0.019576125,0.032635324,0.0,0.035966054,0.02140244,0.0,0.008768467,0.0,0.024319934,0.028657163,0.03448648,0.0,0.035517283,0.0,0.0,0.0,0.0,0.017863182,0.016665649,0.0,0.031461883,0.030681288,0.0,0.0,0.017389417
自觉足部症状,0.0,0.0,0.035603117,0.0,0.0,0.025587376,0.03008162,0.03158176,0.0,0.020268047,0.020159379,0.0,0.03538558,0.0,0.0,0.0,0.0,0.02715769,0.025687529,0.0,0.0,0.028297324,0.0,0.0,0.048984494,0.0,0.021782383,0.0,0.0,0.0,0.02746432,0.0,0.0,0.0,0.0,0.022636557,0.0,0.036706362,0.017678812,0.0,0.0,0.0,0.0,0.0,0.015680572,0.022782838,0.019595858,0.0,0.020121437,0.029932117,0.0,0.0,0.029659474,0.0,0.032707732,0.022424862,0.0,0.0,0.0,0.021079356,0.0,0.028479662,0.030818675,0.027696168,0.0,0.03301344,0.026046338,0.0,0.07004687,0.043016862,0.020964451,0.0,0.0,0.0,0.03790738,0.0,0.022007514
足背动脉搏动,0.021939684,0.016482707,0.029628575,0.012010446,0.04858298,0.035518005,0.032333057,0.020125313,0.0,0.011159758,0.022893397,0.026716229,0.02162891,0.0,0.0,0.0,0.03218318,0.0,0.0,0.0,0.0,0.021528875,0.028575372,0.0,0.039743647,0.0,0.0,0.027597224,0.033249922,0.0,0.0,0.026852623,0.0,0.0,0.0,0.0,0.034643643,0.025792468,0.02129869,0.0,0.020674357,0.0,0.0,0.01153717,0.013394998,0.0,0.0,0.0,0.027852966,0.0,0.0,0.029146725,0.0,0.02018434,0.0,0.0,0.02548187,0.022171022,0.0,0.0,0.0,0.030252833,0.0,0.024145773,0.045128033,0.0,0.0,0.059409533,0.0,0.05822337,0.0,0.0,0.0,0.0,0.019159632,0.018974144,0.0
每天足部检查 ,0.060442366,0.037199125,0.018070463,0.018114991,0.0,0.0,0.0,0.0,0.01461822,0.019846486,0.0,0.0,0.0445966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06890238,0.0,0.0,0.0,0.0,0.019009896,0.0,0.0,0.0,0.02568252,0.05687453,0.0,0.0,0.05572985,0.0,0.0,0.0,0.0,0.026315093,0.03312299,0.0,0.055849563,0.0,0.019071322,0.0,0.0,0.0,0.033336587,0.011790752,0.06228296,0.063616164,0.016028391,0.0,0.0,0.0,0.0,0.01808606,0.10652782,0.0,0.0,0.0,0.0,0.0,0.0,0.012470703,0.02000698,0.04521973,0.0,0.0,0.0,0.028784452,0.023220105,0.0,0.0,0.066605195,0.0
每天足部清洁,0.0,0.0,0.0,0.032939073,0.019366551,0.0,0.019998442,0.019511497,0.0,0.026486225,0.0,0.022616621,0.017987259,0.0,0.02141356,0.015607546,0.025136234,0.03810101,0.0,0.032491498,0.040895995,0.0,0.0,0.0,0.0,0.022211106,0.0,0.025832966,0.020445041,0.0,0.0,0.0,0.0,0.041794453,0.011798901,0.007705292,0.014259126,0.0,0.022225419,0.0,0.013625669,0.03147974,0.0,0.030328654,0.03952618,0.0,0.0,0.02162243,0.030049695,0.0,0.0,0.028803991,0.018880522,0.0,0.0,0.045559548,0.026024703,0.026868425,0.0,0.0369233,0.0,0.0,0.0,0.0,0.035894584,0.0,0.0,0.0192823,0.0,0.0,0.0,0.029096313,0.025484418,0.02467844,0.060511578,0.0,0.018858843
足部神经感觉阈值结果,0.0,0.0,0.0,0.017765349,0.018249718,0.024815915,0.0,0.027008059,0.024098385,0.0547616,0.0407288,0.025721883,0.0,0.0,0.0502547,0.020231426,0.0,0.0,0.0,0.0,0.02749304,0.0,0.0,0.0,0.017124675,0.0,0.0,0.06646724,0.0,0.0,0.0,0.0,0.0,0.0,0.050661955,0.0,0.0204757,0.0,0.027471777,0.0,0.023061272,0.0,0.0,0.034367356,0.0,0.026569884,0.0,0.0,0.012271388,0.03340581,0.0,0.026509857,0.024202574,0.0,0.0,0.02906053,0.0,0.0,0.033362877,0.0,0.0,0.0,0.0,0.043618593,0.018999362,0.0,0.0,0.03801738,0.0,0.0,0.030177686,0.0,0.014949894,0.0,0.0,0.03466942,0.035728663
ABI检查结果,0.0,0.021521403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015936993,0.0,0.024835771,0.0,0.021030204,0.0,0.014913391,0.059537143,0.035871115,0.029166399,0.0,0.0,0.0,0.0,0.0,0.0,0.038150724,0.0,0.015612302,0.0,0.039685078,0.0,0.0,0.015354054,0.0,0.01588662,0.0252116,0.0,0.034856908,0.0,0.029824896,0.02852793,0.028327815,0.0,0.0,0.01810011,0.0,0.0,0.019609787,0.0,0.0,0.01913158,0.0,0.0,0.047687214,0.03305799,0.023860069,0.0,0.0,0.0,0.04848885,0.018172512,0.0,0.043435898,0.0,0.0,0.0,0.0,0.043572064,0.0,0.026067676,0.032698426,0.01849448,0.0,0.065048166,0.055967484,0.0,0.0
抽烟,0.0,0.0,0.0,0.03012148,0.012236787,0.0,0.020990845,0.07271448,0.0,0.01786898,0.017554503,0.0043345606,0.02266727,0.0,0.0,0.017033435,0.017846314,0.023385894,0.0,0.025067396,0.025276292,0.0,0.04016273,0.037892643,0.0,0.025978426,0.0,0.027109293,0.015828941,0.0239875,0.0,0.017269641,0.019399025,0.02199695,0.0,0.045643657,0.0,0.017733304,0.0,0.0,0.027359419,0.03152591,0.023768093,0.03204891,0.0215868,0.0,0.0,0.04166705,0.0,0.0,0.0,0.017140914,0.0,0.0,0.0,0.017798323,0.0,0.0,0.0,0.016882237,0.022923322,0.0,0.021142112,0.0,0.025219927,0.0,0.0,0.024263823,0.0,0.0,0.022590498,0.030058715,0.0464078,0.0,0.033720907,0.0,0.0
喝酒,0.0,0.0,0.019402092,0.051798597,0.01251709,0.040888764,0.0,0.024371024,0.024370022,0.020171002,0.022963503,0.0,0.0,0.0,0.019001132,0.011860071,0.033720814,0.039165493,0.0,0.0,0.0,0.0,0.0,0.0,0.024462283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01913841,0.036156483,0.011663363,0.028669743,0.0,0.0,0.0,0.033759862,0.03970713,0.01995842,0.025026083,0.0,0.0,0.015840596,0.027204916,0.01716948,0.0,0.018286001,0.0,0.02251446,0.0,0.026364272,0.0,0.027412798,0.042616088,0.0,0.041557778,0.030097488,0.027349494,0.0,0.025035065,0.024589127,0.035623275,0.021229016,0.0,0.061826296,0.0,0.0,0.0,0.0,0.010698864,0.018511591
